Club,Elo,Fecha
Villarreal,1767.79052734,2023-08-21
Crystal Palace,1763.99621582,2023-08-21
Fiorentina,1758.79724121,2023-08-21
Leverkusen,1756.42663574,2023-08-21
Sevilla,1755.48950195,2023-08-21
Betis,1750.92578125,2023-08-21
Union Berlin,1747.61108398,2023-08-21
Lens,1744.38513184,2023-08-21
Freiburg,1739.9095459,2023-08-21
Fulham,1732.48388672,2023-08-21
Burnley,1722.80322266,2023-08-21
Eint Frankfurt,1719.93457031,2023-08-21
Wolfsburg,1714.63537598,2023-08-21
Rennes,1711.8795166,2023-08-21
Wolves,1704.38574219,2023-08-21
Athletic Club,1704.02270508,2023-08-21
Lille,1701.58276367,2023-08-21
Bologna,1700.78601074,2023-08-21
Marseille,1697.94250488,2023-08-21
Torino,1692.61523438,2023-08-21
Everton,1691.31481934,2023-08-21
Gladbach,1683.42407227,2023-08-21
Girona,1682.12670898,2023-08-21
Valencia,1678.73071289,2023-08-21
Nott'ham Forest,1677.72839355,2023-08-21
Mainz 05,1673.28356934,2023-08-21
Osasuna,1670.47644043,2023-08-21
Monaco,1669.90283203,2023-08-21
Lyon,1664.33850098,2023-08-21
Köln,1661.76086426,2023-08-21
Bournemouth,1660.14099121,2023-08-21
Monza,1652.42321777,2023-08-21
Nice,1652.37036133,2023-08-21
Celta Vigo,1651.02062988,2023-08-21
Getafe,1644.62255859,2023-08-21
Mallorca,1642.52648926,2023-08-21
Udinese,1642.18896484,2023-08-21
Stuttgart,1641.59692383,2023-08-21
Sassuolo,1640.68286133,2023-08-21
Rayo Vallecano,1637.234375,2023-08-21
Cádiz,1637.12207031,2023-08-21
Hoffenheim,1631.89831543,2023-08-21
Sheffield Utd,1631.61364746,2023-08-21
Hellas Verona,1618.02050781,2023-08-21
Granada,1617.55383301,2023-08-21
Montpellier,1616.32592773,2023-08-21
Empoli,1616.27868652,2023-08-21
Salernitana,1615.82165527,2023-08-21
Luton Town,1602.32788086,2023-08-21
Almería,1601.37036133,2023-08-21
Strasbourg,1599.17321777,2023-08-21
Reims,1598.51330566,2023-08-21
Werder Bremen,1597.23498535,2023-08-21
Bochum,1595.82849121,2023-08-21
Alavés,1593.08154297,2023-08-21
Lecce,1591.2746582,2023-08-21
Frosinone,1588.48828125,2023-08-21
Augsburg,1587.99365234,2023-08-21
Genoa,1587.77050781,2023-08-21
Brest,1587.68261719,2023-08-21
Toulouse,1578.64929199,2023-08-21
Lorient,1577.66699219,2023-08-21
Cagliari,1572.91772461,2023-08-21
Las Palmas,1572.0994873,2023-08-21
Clermont Foot,1570.28344727,2023-08-21
Heidenheim,1563.79870605,2023-08-21
Darmstadt 98,1549.44543457,2023-08-21
Metz,1532.78259277,2023-08-21
Nantes,1513.33081055,2023-08-21
Le Havre,1471.6887207,2023-08-21
Manchester City,2083.70239258,2023-08-25
Liverpool,1946.52197266,2023-08-25
Bayern Munich,1940.30871582,2023-08-25
Arsenal,1927.03234863,2023-08-25
Real Madrid,1914.75708008,2023-08-25
Napoli,1906.8001709,2023-08-25
Newcastle Utd,1884.51318359,2023-08-25
Inter,1884.4128418,2023-08-25
Manchester Utd,1865.76000977,2023-08-25
Barcelona,1858.98986816,2023-08-25
Atlético Madrid,1845.98254395,2023-08-25
Brighton,1843.7598877,2023-08-25
Dortmund,1843.09606934,2023-08-25
Milan,1837.12670898,2023-08-25
Brentford,1835.5793457,2023-08-25
Tottenham,1829.23510742,2023-08-25
Aston Villa,1825.7409668,2023-08-25
RB Leipzig,1817.0892334,2023-08-25
Juventus,1805.46813965,2023-08-25
Paris S-G,1796.2767334,2023-08-25
West Ham,1787.82592773,2023-08-25
Roma,1782.60717773,2023-08-25
Chelsea,1781.04370117,2023-08-25
Real Sociedad,1775.27453613,2023-08-25
Atalanta,1766.89477539,2023-08-25
Lazio,1766.64428711,2023-08-25
Villarreal,1765.17810059,2023-08-25
Crystal Palace,1758.72680664,2023-08-25
Leverkusen,1756.35632324,2023-08-25
Fiorentina,1753.69262695,2023-08-25
Betis,1748.31335449,2023-08-25
Union Berlin,1747.54077148,2023-08-25
Lens,1744.49377441,2023-08-25
Sevilla,1742.36291504,2023-08-25
Freiburg,1739.8392334,2023-08-25
Fulham,1732.63378906,2023-08-25
Burnley,1722.953125,2023-08-25
Eint Frankfurt,1719.65966797,2023-08-25
Wolfsburg,1714.56506348,2023-08-25
Rennes,1711.98815918,2023-08-25
Wolves,1704.53564453,2023-08-25
Lille,1701.97106934,2023-08-25
Athletic Club,1701.41015625,2023-08-25
Marseille,1698.05126953,2023-08-25
Everton,1691.46472168,2023-08-25
Bologna,1691.02685547,2023-08-25
Torino,1686.83117676,2023-08-25
Gladbach,1683.35375977,2023-08-25
Girona,1679.51416016,2023-08-25
Nott'ham Forest,1677.8782959,2023-08-25
Valencia,1676.11828613,2023-08-25
Mainz 05,1673.21325684,2023-08-25
Monaco,1670.01159668,2023-08-25
Lyon,1664.44726562,2023-08-25
Köln,1661.69055176,2023-08-25
Bournemouth,1660.29089355,2023-08-25
Osasuna,1659.8560791,2023-08-25
Nice,1652.47912598,2023-08-25
Monza,1651.15820312,2023-08-25
Celta Vigo,1648.40808105,2023-08-25
Rayo Vallecano,1648.14135742,2023-08-25
Getafe,1642.01013184,2023-08-25
Stuttgart,1641.52661133,2023-08-25
Udinese,1640.9239502,2023-08-25
Mallorca,1639.9140625,2023-08-25
Sassuolo,1639.41784668,2023-08-25
Cádiz,1634.50952148,2023-08-25
Hoffenheim,1631.82800293,2023-08-25
Sheffield Utd,1631.7635498,2023-08-25
Hellas Verona,1616.75549316,2023-08-25
Montpellier,1616.43469238,2023-08-25
Empoli,1615.0135498,2023-08-25
Salernitana,1614.55664062,2023-08-25
Luton Town,1602.4777832,2023-08-25
Granada,1601.42199707,2023-08-25
Alavés,1600.98303223,2023-08-25
Strasbourg,1599.28198242,2023-08-25
Almería,1598.7578125,2023-08-25
Reims,1598.62207031,2023-08-25
Werder Bremen,1597.16467285,2023-08-25
Bochum,1595.75817871,2023-08-25
Lecce,1590.00952148,2023-08-25
Augsburg,1587.92333984,2023-08-25
Brest,1587.79138184,2023-08-25
Frosinone,1587.2232666,2023-08-25
Genoa,1586.50537109,2023-08-25
Toulouse,1578.75805664,2023-08-25
Lorient,1577.77563477,2023-08-25
Cagliari,1576.17175293,2023-08-25
Clermont Foot,1570.39208984,2023-08-25
Las Palmas,1569.48706055,2023-08-25
Heidenheim,1563.72827148,2023-08-25
Darmstadt 98,1549.37512207,2023-08-25
Metz,1532.89135742,2023-08-25
Nantes,1513.4395752,2023-08-25
Le Havre,1471.79736328,2023-08-25
Manchester City,2083.70239258,2023-08-26
Liverpool,1946.52197266,2023-08-26
Bayern Munich,1940.30871582,2023-08-26
Arsenal,1927.03234863,2023-08-26
Real Madrid,1918.38415527,2023-08-26
Napoli,1906.8001709,2023-08-26
Newcastle Utd,1884.51318359,2023-08-26
Inter,1884.4128418,2023-08-26
Manchester Utd,1865.76000977,2023-08-26
Barcelona,1858.98986816,2023-08-26
Atlético Madrid,1845.98254395,2023-08-26
Brighton,1843.7598877,2023-08-26
Dortmund,1843.09606934,2023-08-26
Milan,1837.12670898,2023-08-26
Brentford,1835.5793457,2023-08-26
Tottenham,1829.23510742,2023-08-26
Aston Villa,1825.7409668,2023-08-26
RB Leipzig,1822.54382324,2023-08-26
Juventus,1805.46813965,2023-08-26
Paris S-G,1796.2767334,2023-08-26
West Ham,1787.82592773,2023-08-26
Chelsea,1786.37683105,2023-08-26
Roma,1782.60717773,2023-08-26
Real Sociedad,1771.65795898,2023-08-26
Atalanta,1766.89477539,2023-08-26
Lazio,1766.64428711,2023-08-26
Villarreal,1765.17810059,2023-08-26
Crystal Palace,1758.72680664,2023-08-26
Leverkusen,1756.35632324,2023-08-26
Fiorentina,1753.69262695,2023-08-26
Betis,1748.31335449,2023-08-26
Union Berlin,1747.54077148,2023-08-26
Lens,1744.49377441,2023-08-26
Sevilla,1742.36291504,2023-08-26
Freiburg,1739.8392334,2023-08-26
Fulham,1732.63378906,2023-08-26
Burnley,1722.953125,2023-08-26
Eint Frankfurt,1719.65966797,2023-08-26
Wolfsburg,1714.56506348,2023-08-26
Rennes,1711.98815918,2023-08-26
Wolves,1704.53564453,2023-08-26
Lille,1701.97106934,2023-08-26
Athletic Club,1701.41015625,2023-08-26
Marseille,1698.05126953,2023-08-26
Everton,1691.46472168,2023-08-26
Bologna,1691.02685547,2023-08-26
Torino,1686.83117676,2023-08-26
Gladbach,1683.35375977,2023-08-26
Girona,1679.51416016,2023-08-26
Nott'ham Forest,1677.8782959,2023-08-26
Valencia,1676.11828613,2023-08-26
Mainz 05,1673.21325684,2023-08-26
Monaco,1667.01184082,2023-08-26
Lyon,1664.44726562,2023-08-26
Köln,1661.69055176,2023-08-26
Bournemouth,1660.29089355,2023-08-26
Osasuna,1659.8560791,2023-08-26
Nice,1652.47912598,2023-08-26
Monza,1651.15820312,2023-08-26
Rayo Vallecano,1648.14135742,2023-08-26
Celta Vigo,1644.78100586,2023-08-26
Getafe,1642.01013184,2023-08-26
Udinese,1640.9239502,2023-08-26
Mallorca,1639.9140625,2023-08-26
Sassuolo,1639.41784668,2023-08-26
Stuttgart,1636.07202148,2023-08-26
Cádiz,1634.50952148,2023-08-26
Hoffenheim,1631.82800293,2023-08-26
Sheffield Utd,1631.7635498,2023-08-26
Hellas Verona,1616.75549316,2023-08-26
Montpellier,1616.43469238,2023-08-26
Empoli,1615.0135498,2023-08-26
Salernitana,1614.55664062,2023-08-26
Granada,1601.42199707,2023-08-26
Alavés,1600.98303223,2023-08-26
Strasbourg,1599.28198242,2023-08-26
Almería,1598.7578125,2023-08-26
Reims,1598.62207031,2023-08-26
Werder Bremen,1597.16467285,2023-08-26
Luton Town,1597.14465332,2023-08-26
Bochum,1595.75817871,2023-08-26
Lecce,1590.00952148,2023-08-26
Augsburg,1587.92333984,2023-08-26
Brest,1587.79138184,2023-08-26
Frosinone,1587.2232666,2023-08-26
Genoa,1586.50537109,2023-08-26
Toulouse,1578.75805664,2023-08-26
Lorient,1577.77563477,2023-08-26
Cagliari,1576.17175293,2023-08-26
Las Palmas,1573.1036377,2023-08-26
Clermont Foot,1570.39208984,2023-08-26
Heidenheim,1563.72827148,2023-08-26
Darmstadt 98,1549.37512207,2023-08-26
Metz,1532.89135742,2023-08-26
Nantes,1516.43920898,2023-08-26
Le Havre,1471.79736328,2023-08-26
Manchester City,2083.70239258,2023-08-27
Liverpool,1946.52197266,2023-08-27
Bayern Munich,1940.30871582,2023-08-27
Arsenal,1920.90649414,2023-08-27
Real Madrid,1918.38415527,2023-08-27
Napoli,1906.8001709,2023-08-27
Newcastle Utd,1884.51318359,2023-08-27
Inter,1884.4128418,2023-08-27
Manchester Utd,1868.61462402,2023-08-27
Barcelona,1858.98986816,2023-08-27
Atlético Madrid,1845.98254395,2023-08-27
Milan,1843.45922852,2023-08-27
Dortmund,1838.32104492,2023-08-27
Tottenham,1836.36047363,2023-08-27
Brentford,1831.99816895,2023-08-27
Brighton,1828.46032715,2023-08-27
Aston Villa,1825.7409668,2023-08-27
RB Leipzig,1822.54382324,2023-08-27
Juventus,1805.46813965,2023-08-27
Paris S-G,1803.95654297,2023-08-27
West Ham,1803.12561035,2023-08-27
Chelsea,1786.37683105,2023-08-27
Real Sociedad,1771.65795898,2023-08-27
Roma,1771.33508301,2023-08-27
Leverkusen,1769.65185547,2023-08-27
Lazio,1766.64428711,2023-08-27
Villarreal,1765.17810059,2023-08-27
Crystal Palace,1762.30786133,2023-08-27
Union Berlin,1755.90234375,2023-08-27
Atalanta,1755.58007812,2023-08-27
Fiorentina,1753.69262695,2023-08-27
Betis,1748.31335449,2023-08-27
Freiburg,1743.11376953,2023-08-27
Fulham,1738.75952148,2023-08-27
Lens,1736.81396484,2023-08-27
Sevilla,1730.80810547,2023-08-27
Wolfsburg,1722.99401855,2023-08-27
Burnley,1722.953125,2023-08-27
Eint Frankfurt,1719.65966797,2023-08-27
Wolves,1713.87329102,2023-08-27
Rennes,1711.98815918,2023-08-27
Marseille,1703.99267578,2023-08-27
Lille,1701.97106934,2023-08-27
Athletic Club,1701.41015625,2023-08-27
Girona,1691.0690918,2023-08-27
Bologna,1691.02685547,2023-08-27
Everton,1682.1270752,2023-08-27
Torino,1680.49853516,2023-08-27
Valencia,1676.11828613,2023-08-27
Nott'ham Forest,1675.02355957,2023-08-27
Mainz 05,1673.21325684,2023-08-27
Gladbach,1670.05822754,2023-08-27
Monaco,1667.01184082,2023-08-27
Lyon,1664.44726562,2023-08-27
Osasuna,1659.8560791,2023-08-27
Monza,1659.49890137,2023-08-27
Köln,1653.26147461,2023-08-27
Bournemouth,1653.16552734,2023-08-27
Nice,1652.47912598,2023-08-27
Rayo Vallecano,1648.14135742,2023-08-27
Celta Vigo,1644.78100586,2023-08-27
Getafe,1642.01013184,2023-08-27
Udinese,1640.9239502,2023-08-27
Hoffenheim,1639.72717285,2023-08-27
Sassuolo,1639.41784668,2023-08-27
Stuttgart,1636.07202148,2023-08-27
Mallorca,1632.6451416,2023-08-27
Sheffield Utd,1631.7635498,2023-08-27
Cádiz,1631.4588623,2023-08-27
Hellas Verona,1628.02746582,2023-08-27
Montpellier,1616.43469238,2023-08-27
Salernitana,1614.55664062,2023-08-27
Granada,1608.6907959,2023-08-27
Empoli,1606.67297363,2023-08-27
Almería,1601.80847168,2023-08-27
Alavés,1600.98303223,2023-08-27
Bochum,1600.53320312,2023-08-27
Strasbourg,1599.28198242,2023-08-27
Reims,1598.62207031,2023-08-27
Frosinone,1598.53796387,2023-08-27
Luton Town,1597.14465332,2023-08-27
Werder Bremen,1593.89013672,2023-08-27
Lecce,1590.00952148,2023-08-27
Augsburg,1587.92333984,2023-08-27
Genoa,1586.50537109,2023-08-27
Brest,1581.84985352,2023-08-27
Toulouse,1578.75805664,2023-08-27
Lorient,1577.77563477,2023-08-27
Cagliari,1576.17175293,2023-08-27
Las Palmas,1573.1036377,2023-08-27
Clermont Foot,1570.39208984,2023-08-27
Heidenheim,1555.82922363,2023-08-27
Darmstadt 98,1541.0135498,2023-08-27
Metz,1532.89135742,2023-08-27
Nantes,1516.43920898,2023-08-27
Le Havre,1471.79736328,2023-08-27
Manchester City,2084.86376953,2023-08-28
Liverpool,1954.18823242,2023-08-28
Bayern Munich,1941.7598877,2023-08-28
Arsenal,1920.90649414,2023-08-28
Real Madrid,1918.38415527,2023-08-28
Napoli,1909.44189453,2023-08-28
Inter,1884.4128418,2023-08-28
Newcastle Utd,1876.84692383,2023-08-28
Manchester Utd,1868.61462402,2023-08-28
Barcelona,1866.47753906,2023-08-28
Atlético Madrid,1845.98254395,2023-08-28
Milan,1843.45922852,2023-08-28
Dortmund,1838.32104492,2023-08-28
Tottenham,1836.36047363,2023-08-28
Aston Villa,1835.31408691,2023-08-28
Brentford,1831.99816895,2023-08-28
Brighton,1828.46032715,2023-08-28
RB Leipzig,1822.54382324,2023-08-28
Paris S-G,1803.95654297,2023-08-28
West Ham,1803.12561035,2023-08-28
Juventus,1801.07617188,2023-08-28
Chelsea,1786.37683105,2023-08-28
Real Sociedad,1771.65795898,2023-08-28
Roma,1771.33508301,2023-08-28
Leverkusen,1769.65185547,2023-08-28
Crystal Palace,1762.30786133,2023-08-28
Villarreal,1757.69055176,2023-08-28
Union Berlin,1755.90234375,2023-08-28
Atalanta,1755.58007812,2023-08-28
Lazio,1753.07421875,2023-08-28
Fiorentina,1748.23046875,2023-08-28
Freiburg,1743.11376953,2023-08-28
Fulham,1738.75952148,2023-08-28
Betis,1737.71166992,2023-08-28
Lens,1736.81396484,2023-08-28
Sevilla,1730.80810547,2023-08-28
Wolfsburg,1722.99401855,2023-08-28
Eint Frankfurt,1720.1776123,2023-08-28
Wolves,1713.87329102,2023-08-28
Burnley,1713.37988281,2023-08-28
Athletic Club,1712.01184082,2023-08-28
Rennes,1705.1270752,2023-08-28
Marseille,1703.99267578,2023-08-28
Bologna,1695.41882324,2023-08-28
Girona,1691.0690918,2023-08-28
Lille,1684.74755859,2023-08-28
Everton,1682.1270752,2023-08-28
Torino,1680.49853516,2023-08-28
Nott'ham Forest,1675.02355957,2023-08-28
Mainz 05,1672.69519043,2023-08-28
Osasuna,1670.32678223,2023-08-28
Gladbach,1670.05822754,2023-08-28
Monaco,1667.01184082,2023-08-28
Valencia,1665.64746094,2023-08-28
Lyon,1665.59020996,2023-08-28
Monza,1659.49890137,2023-08-28
Köln,1653.26147461,2023-08-28
Bournemouth,1653.16552734,2023-08-28
Nice,1651.33618164,2023-08-28
Rayo Vallecano,1648.14135742,2023-08-28
Celta Vigo,1644.78100586,2023-08-28
Getafe,1642.01013184,2023-08-28
Udinese,1640.9239502,2023-08-28
Hoffenheim,1639.72717285,2023-08-28
Sassuolo,1636.77600098,2023-08-28
Stuttgart,1636.07202148,2023-08-28
Mallorca,1632.6451416,2023-08-28
Cádiz,1631.4588623,2023-08-28
Sheffield Utd,1630.60229492,2023-08-28
Hellas Verona,1628.02746582,2023-08-28
Salernitana,1614.55664062,2023-08-28
Reims,1612.44140625,2023-08-28
Granada,1608.6907959,2023-08-28
Strasbourg,1607.89428711,2023-08-28
Empoli,1606.67297363,2023-08-28
Montpellier,1602.61535645,2023-08-28
Almería,1601.80847168,2023-08-28
Alavés,1600.98303223,2023-08-28
Bochum,1600.53320312,2023-08-28
Genoa,1600.07543945,2023-08-28
Frosinone,1598.53796387,2023-08-28
Luton Town,1597.14465332,2023-08-28
Lecce,1595.47167969,2023-08-28
Lorient,1594.99914551,2023-08-28
Werder Bremen,1593.89013672,2023-08-28
Augsburg,1586.47229004,2023-08-28
Brest,1581.84985352,2023-08-28
Cagliari,1576.17175293,2023-08-28
Las Palmas,1573.1036377,2023-08-28
Toulouse,1570.14575195,2023-08-28
Clermont Foot,1559.96142578,2023-08-28
Heidenheim,1555.82922363,2023-08-28
Metz,1543.32202148,2023-08-28
Darmstadt 98,1541.0135498,2023-08-28
Nantes,1516.43920898,2023-08-28
Le Havre,1478.65844727,2023-08-28
Manchester City,2084.95678711,2023-09-01
Liverpool,1954.28125,2023-09-01
Bayern Munich,1942.44018555,2023-09-01
Arsenal,1920.99951172,2023-09-01
Real Madrid,1917.43310547,2023-09-01
Napoli,1911.27526855,2023-09-01
Inter,1889.97595215,2023-09-01
Newcastle Utd,1876.93994141,2023-09-01
Manchester Utd,1868.7076416,2023-09-01
Barcelona,1865.52648926,2023-09-01
Atlético Madrid,1858.05688477,2023-09-01
Milan,1845.29260254,2023-09-01
Dortmund,1839.00146484,2023-09-01
Tottenham,1836.45349121,2023-09-01
Aston Villa,1835.69836426,2023-09-01
Brentford,1832.09118652,2023-09-01
Brighton,1828.55334473,2023-09-01
RB Leipzig,1823.22424316,2023-09-01
Paris S-G,1804.5625,2023-09-01
West Ham,1803.21850586,2023-09-01
Juventus,1802.90942383,2023-09-01
Chelsea,1786.46972656,2023-09-01
Roma,1773.16833496,2023-09-01
Real Sociedad,1770.70703125,2023-09-01
Leverkusen,1770.33215332,2023-09-01
Crystal Palace,1762.40087891,2023-09-01
Atalanta,1757.41333008,2023-09-01
Villarreal,1756.73950195,2023-09-01
Union Berlin,1756.58276367,2023-09-01
Fiorentina,1755.62365723,2023-09-01
Lazio,1754.90759277,2023-09-01
Freiburg,1743.79418945,2023-09-01
Fulham,1738.85253906,2023-09-01
Lens,1737.42004395,2023-09-01
Betis,1736.76062012,2023-09-01
Sevilla,1729.85705566,2023-09-01
Wolfsburg,1723.67443848,2023-09-01
Eint Frankfurt,1722.83703613,2023-09-01
Wolves,1713.96630859,2023-09-01
Burnley,1713.47290039,2023-09-01
Athletic Club,1711.06091309,2023-09-01
Rennes,1705.73303223,2023-09-01
Marseille,1704.59863281,2023-09-01
Bologna,1697.2520752,2023-09-01
Girona,1690.11804199,2023-09-01
Lille,1686.91162109,2023-09-01
Torino,1682.33190918,2023-09-01
Everton,1682.22009277,2023-09-01
Nott'ham Forest,1675.11657715,2023-09-01
Mainz 05,1673.37561035,2023-09-01
Gladbach,1670.73864746,2023-09-01
Monaco,1667.61791992,2023-09-01
Osasuna,1666.46313477,2023-09-01
Lyon,1666.19616699,2023-09-01
Valencia,1664.6965332,2023-09-01
Monza,1661.33215332,2023-09-01
Köln,1653.94189453,2023-09-01
Bournemouth,1653.25842285,2023-09-01
Nice,1651.94213867,2023-09-01
Getafe,1646.50610352,2023-09-01
Celta Vigo,1643.82995605,2023-09-01
Udinese,1643.38635254,2023-09-01
Hoffenheim,1640.4074707,2023-09-01
Sassuolo,1638.60925293,2023-09-01
Stuttgart,1636.75231934,2023-09-01
Rayo Vallecano,1634.16491699,2023-09-01
Mallorca,1631.69421387,2023-09-01
Sheffield Utd,1630.69519043,2023-09-01
Cádiz,1630.50793457,2023-09-01
Hellas Verona,1629.86071777,2023-09-01
Salernitana,1615.76086426,2023-09-01
Reims,1613.04736328,2023-09-01
Empoli,1608.50622559,2023-09-01
Strasbourg,1608.50024414,2023-09-01
Granada,1607.73974609,2023-09-01
Montpellier,1603.22131348,2023-09-01
Genoa,1601.90869141,2023-09-01
Bochum,1601.21350098,2023-09-01
Almería,1600.85742188,2023-09-01
Frosinone,1600.37121582,2023-09-01
Lecce,1597.30493164,2023-09-01
Luton Town,1597.2376709,2023-09-01
Lorient,1595.60510254,2023-09-01
Alavés,1594.58496094,2023-09-01
Werder Bremen,1594.57055664,2023-09-01
Augsburg,1587.15258789,2023-09-01
Brest,1582.45581055,2023-09-01
Cagliari,1574.27526855,2023-09-01
Las Palmas,1572.15258789,2023-09-01
Toulouse,1570.75170898,2023-09-01
Clermont Foot,1560.56738281,2023-09-01
Heidenheim,1556.50952148,2023-09-01
Metz,1543.92797852,2023-09-01
Darmstadt 98,1541.69396973,2023-09-01
Nantes,1517.04516602,2023-09-01
Le Havre,1479.2644043,2023-09-01
Manchester City,2084.95678711,2023-09-02
Liverpool,1954.28125,2023-09-02
Bayern Munich,1942.44018555,2023-09-02
Arsenal,1920.99951172,2023-09-02
Real Madrid,1917.43310547,2023-09-02
Napoli,1911.27526855,2023-09-02
Inter,1889.97595215,2023-09-02
Newcastle Utd,1876.93994141,2023-09-02
Manchester Utd,1868.7076416,2023-09-02
Barcelona,1865.52648926,2023-09-02
Atlético Madrid,1858.05688477,2023-09-02
Milan,1852.80200195,2023-09-02
Tottenham,1836.45349121,2023-09-02
Aston Villa,1835.69836426,2023-09-02
Brentford,1832.09118652,2023-09-02
Dortmund,1831.38452148,2023-09-02
Brighton,1828.55334473,2023-09-02
RB Leipzig,1823.22424316,2023-09-02
West Ham,1807.52539062,2023-09-02
Paris S-G,1804.5625,2023-09-02
Juventus,1802.90942383,2023-09-02
Chelsea,1786.46972656,2023-09-02
Real Sociedad,1770.70703125,2023-09-02
Leverkusen,1770.33215332,2023-09-02
Roma,1765.65893555,2023-09-02
Crystal Palace,1762.40087891,2023-09-02
Atalanta,1757.41333008,2023-09-02
Union Berlin,1756.58276367,2023-09-02
Fiorentina,1755.62365723,2023-09-02
Lazio,1754.90759277,2023-09-02
Freiburg,1743.79418945,2023-09-02
Villarreal,1743.31896973,2023-09-02
Fulham,1738.85253906,2023-09-02
Lens,1737.42004395,2023-09-02
Betis,1736.76062012,2023-09-02
Sevilla,1729.85705566,2023-09-02
Wolfsburg,1723.67443848,2023-09-02
Eint Frankfurt,1722.83703613,2023-09-02
Wolves,1713.96630859,2023-09-02
Burnley,1713.47290039,2023-09-02
Athletic Club,1711.06091309,2023-09-02
Rennes,1705.73303223,2023-09-02
Marseille,1700.87109375,2023-09-02
Bologna,1697.2520752,2023-09-02
Girona,1690.11804199,2023-09-02
Lille,1686.91162109,2023-09-02
Torino,1682.33190918,2023-09-02
Everton,1682.22009277,2023-09-02
Nott'ham Forest,1675.11657715,2023-09-02
Mainz 05,1673.37561035,2023-09-02
Gladbach,1670.73864746,2023-09-02
Monaco,1667.61791992,2023-09-02
Osasuna,1666.46313477,2023-09-02
Lyon,1666.19616699,2023-09-02
Valencia,1664.6965332,2023-09-02
Monza,1661.33215332,2023-09-02
Köln,1653.94189453,2023-09-02
Bournemouth,1653.25842285,2023-09-02
Celta Vigo,1652.74804688,2023-09-02
Nice,1651.94213867,2023-09-02
Sassuolo,1647.89575195,2023-09-02
Getafe,1646.50610352,2023-09-02
